"treeID","h_max","h_mean","h_p95","n_pts"
121,22.011,10.0301816578483,17.6628,567
122,22.581,10.9373712737127,17.1496,369
123,17.76,7.73022918318795,15.251,1261
124,16.307,9.76921818181818,15.5525,55
125,20.712,13.1625818181818,19.6602,55
126,22.875,10.2833920187793,17.404,426
127,22.964,11.1274665653495,17.2018,658
128,22.571,10.6613546365915,17.0411,798
129,22.731,10.5871052631579,16.8812,437
130,19.417,8.50343219404631,14.9094,907
131,17.205,7.80329061371841,14.75065,554
132,21.967,12.6181753246753,17.75995,154
133,21.391,8.44651566579634,15.20975,766
134,20.865,8.35778201058201,14.1872,945
135,22.706,9.05429150579151,16.2903,518
136,21.205,7.80188775510204,14.405,1176
137,17.711,8.40462153344209,15.1588,613
138,16.741,13.1144027777778,15.95815,72
139,15.706,13.3686956521739,15.0304,23
140,21.308,13.5538915662651,19.5291,83
141,22.609,11.0553417190776,17.613,477
142,22.035,10.9985223880597,17.5354,469
143,23.09,10.2964680851064,16.78,611
144,18.925,7.49829545454545,14.48525,1056
145,18.161,8.25149742268041,15.00425,776
146,23.294,9.97015655577299,16.6635,511
147,22.722,8.97663238770686,15.95225,846
148,22.591,12.0814121621622,19.0192,148
149,22.79,11.2814644970414,17.8869,338
150,23.204,11.2395157593123,17.68415,698
151,22.831,8.251044,15.3406,1250
152,21.816,8.22914705882353,14.1862,544
153,18.093,8.06964544138929,15.0083,1382
154,18.245,11.0287853881279,16.4044,219
155,21.458,13.3263291139241,17.6718,158
156,22.598,13.7491066666667,19.29635,150
157,23.776,10.3535951327434,16.92195,904
158,23.166,8.09153150406504,15.1936,984
159,23.036,8.32913832384052,15.181,1229
160,22.844,8.47590199335548,15.5685,602
161,18.757,8.03152120141343,15.4945,566
162,18.74,9.2641867816092,16.1125,696
163,23.284,9.59859216965742,16.1214,613
164,21.957,7.90971957156767,14.2425,1027
165,18.491,8.31913515754561,15.334,1206
166,16.485,14.0006818181818,15.92605,22
167,23.418,10.7618593974175,17.119,697
168,22.484,8.40754637436762,14.5208,593
169,21.961,7.35193620414673,13.79375,1254
170,19.99,7.36234061696658,14.454,1556
171,21.695,13.2872864864865,19.9394,185
172,22.926,11.3463095890411,18.1008,365
173,23.115,10.4615094664372,17.244,581
174,23.215,8.76464759959142,15.9355,979
175,18.86,12.1866826923077,17.0431,104
176,23.124,9.76339309428951,16.3502,753
177,19.011,7.71736971484759,15.298,1017
178,19.139,10.7901565836299,17.254,281
179,20.5,14.9782307692308,19.7422,52
180,23.56,10.1565009596929,16.69785,1042
181,22.816,8.31569594594595,15.6715,740
182,20.586,7.98540052700922,15.0988,759
183,19.429,7.70397300103842,15.862,963
184,17.837,13.7474925373134,16.6636,67
185,23.817,9.74192334494774,16.5103,574
186,23.997,8.95397402597403,15.7524,539
187,23.561,8.27888452380952,15.41135,840
188,23.058,8.20397212780422,14.705,1471
189,19.375,12.4404827586207,17.97405,174
190,18.657,13.5010181818182,17.61615,110
191,19.881,8.29557750221435,15.6586,1129
192,19.886,9.97576945244957,17.5033,347
193,17.977,14.649325,17.3349,40
194,21.917,13.6159130434783,20.65255,92
195,23.145,13.4279276595745,21.0467,235
196,23.535,11.0800619266055,17.24775,436
197,23.983,9.81865198863636,16.47045,704
198,23.85,9.2333981981982,16.0657,555
199,24.028,9.58644297082228,15.7558,377
200,23.713,8.60413859275053,15.925,469
201,23.623,8.10551901840491,15.0966,815
202,23.919,8.21982537688442,15.6828,2388
203,22.396,8.89269929078014,15.7058,705
204,19.823,8.28026771653543,15.7132,889
205,19.883,7.99877869700103,16.2992,967
206,21.958,8.77893894009217,15.1398,868
207,19.993,7.77552790697674,16.70015,1290
208,19.023,13.2797653061224,18.03105,98
209,24.102,10.0057361111111,16.5685,936
210,23.928,8.56970622119816,15.75315,868
211,23.864,8.18060583941606,15.2218,1644
212,22.749,8.74001730769231,15.7153,1040
213,19.362,12.6910680272109,17.6798,147
214,22.902,13.2676525423729,18.8582,118
215,24.299,9.60423248053393,15.865,899
216,24.318,9.61512971175166,16.1271,902
217,20.829,8.72656302521008,17.275,357
218,20.019,8.73604694835681,17.71975,852
219,20.745,13.062612244898,18.1706,49
220,23.916,10.0000812581914,16.8157,763
221,22.878,8.61960714285714,16.30095,1400
222,20.631,8.32921532846715,16.84725,822
223,19.966,10.5326842105263,17.7087,323
224,19.491,13.1249852941176,18.2135,136
225,23.533,11.7683333333333,18.508,225
226,24.19,9.89927932098765,16.62655,648
227,22.496,9.72443525179856,16.811,556
228,20.212,8.15308387096774,17.0213,1240
229,18.816,13.3646666666667,18.0489,72
230,18.299,14.3588363636364,17.6385,55
231,21.349,18.292,20.6486,18
232,22.652,13.705015503876,20.4278,129
233,24.335,8.86926944971537,16.6764,527
234,24.291,8.27099571183533,14.74975,1166
235,21.952,15.0721944444444,21.38775,36
236,22.556,14.327375,21.31585,80
237,23.824,8.61678899909829,16.3966,1109
238,22.809,9.46158522727273,16.4975,880
239,23.496,11.4045393700787,21.68725,254
240,24.639,9.4072780669145,16.1456,1345
241,24.478,9.61994039735099,16.611,755
242,23.302,9.1609553014553,16.5743,962
243,21.029,8.41810357675112,16.239,1342
244,20.524,7.55702321204517,18.05305,1594
245,20.177,11.760356557377,18.75625,244
246,24.446,7.89792008196721,16.1885,976
247,24.45,10.5291677966102,18.78845,590
